S.No,Title,Address,Category,Contact No,District,Area
2343,Bismillah Autos 2,3+ years in business  V2HR+PGM, Mechanic,,East,Jamshed Quarters
2344,javed autos,"jamshed road, 3 fatima jinnah, near zainab plaza",      Car repair and maintenance,,East,Jamshed Quarters
2345,"Baig Brothers Automobiles Eng,works","20+ years in business  Shop 69, 2 Jamshed Rd", Auto repair shop, (021) 34853019,East,Jamshed Quarters
2346,S.A Auto's workshop,, Mechanic, 0345 3133773,East,Jamshed Quarters
2347,ATIQ LATHMACHINCES SHOP,V2MX+XH5, Auto repair shop,,East,Jamshed Quarters
2348,AL SHAFIQUE EFI CARS,Cummings Rd, Mechanic,,East,Jamshed Quarters
2349,,,,,East,Jamshed Quarters
2350,Munir Car AC,, Auto repair shop,-2,East,Jamshed Quarters
2351,Mohid Motor Works,"3+ years in business  Jamshed Quarters Amil Colony Jigar Miradabadi Rd Karachi Karachi City Sindh Jigar Muradabadi Rd Jamshed Quarters Amil Colony, Karachi, Karachi City, Sindh, Jigar Muradabadi Rd", Car repair and maintenance,,East,Jamshed Quarters
2352,sohail autos,V2MW+8H2, Tire shop, 0333 2125668,East,Jamshed Quarters
2353,Universal Foxi Car Garage,3+ years in business  V2PR+5C5, Car repair and maintenance,,East,Jamshed Quarters
2354,New City Automobiles,"7+ years in business  Plot No 713, Rabia Crown, 5 New M. A. Jinnah Rd",      Auto repair shop,(021) 34917312,East,Jamshed Quarters
2355,Raja Autos,3+ years in business  Adam Soomar St, Auto repair shop, 0340 2666991,East,Jamshed Quarters
2356,Al Madina Autos,"3+ years in business  Jamshed Quarters Amil Colony Jigar Miradabadi Rd Karachi Karachi City Sindh Jigar Muradabadi Rd Jamshed Quarters Amil Colony, Karachi, Karachi City, Sindh, Jigar Muradabadi Rd", Car repair and maintenance,,East,Jamshed Quarters
2357,Harmain Oil,811 Cradas Rd, Auto repair shop,,East,Jamshed Quarters
2358,Kamran engineering (Kami Ustad),Jamshed Rd,      Auto bodywork mechanic,,East,Jamshed Quarters
2359,Al-Fatah Automobiles,7+ years in business,      Auto repair shop,(021) 34122194,East,Jamshed Quarters
2360,Mujeeb Autos,Jamshed Rd,      Motorcycle repair shop, 0312 1024947,East,Jamshed Quarters
2361,GTX Automotive,"Plot E7 Cosmopolitan Cooperative housing society, Karachi", Auto bodywork mechanic, 0347 2366034,East,Jamshed Quarters
2362,KARLABS,Kashmir Rd, Car repair and maintenance, 0335 5275222,East,Jamshed Quarters
2363,Auto Gear Work shop,20+ years in business  Jail Rd, Car repair and maintenance, (021) 34855937,East,Jamshed Quarters
2364,Yousuf Autos Workshop,5+ years in business  M.L garden, Mechanic, 0320 3209941,East,Jamshed Quarters
2365,Islam Autos,10+ years in business  Humer Rd, Auto machine shop, 0300 2105524,East,Jamshed Quarters
2366,Wajid Ali Auto Workshop,"3+ years in business  Jamshed Quarters Amil Colony Jigar Miradabadi Rd Karachi Karachi City Sindh, Jigar Muradabadi Rd",      Car repair and maintenance, 0332 2461983,East,Jamshed Quarters
2367,Pervaiz Baloch Car Lock and Window Repairing Shop,V2MX+Q9X, Auto bodywork mechanic,,East,Jamshed Quarters
2368,Car point,,      Auto restoration service,,East,Jamshed Quarters
2369,Quddus Mechanic (Suzuki Specialist),V2RV+MH2,      Tuning automobile,,East,Jamshed Quarters
2370,Pakistan Engineering (M.Mairaj),283-B Jail Rd,      Auto repair shop, 0349 2201058,East,Jamshed Quarters
2371,Alaska Motorworks,"Plot#249 cummings road, adjacent to jamshed road, near yadgar fish", Auto body shop, 0321 2361130,East,Jamshed Quarters
2372,Dildar Autos,Jamshed Rd, Car repair and maintenance, 0300 2881926,East,Jamshed Quarters
2373,Javed Bhai - GTO Mechanic,3+ years in business  A-193 Jehangir Rd, Mechanic,,East,Jamshed Quarters
2374,Aamir Automobiles,, Auto parts store,,East,Jamshed Quarters
2375,Noor Mohammad Autos,3+ years in business  26/4 Jamshed Rd, Auto body shop,,East,Jamshed Quarters
2376,Jalal Motors,7+ years in business, Car repair and maintenance,(021) 34126344,East,Jamshed Quarters
2377,MA POWER ZONE BATTERY,Younus Rd,      Auto repair shop,0321 9274900,East,Jamshed Quarters
2378,Bukhari Silencer Works,"Karachi City, Jamshed Rd",      Mechanic,,East,Jamshed Quarters
2379,Car Win,7+ years in business,      Car repair and maintenance,(021) 34129630,East,Jamshed Quarters
2380,Modren workshop,7+ years in business  V2HV+FRR, Mechanic, 0321 2563788,East,Jamshed Quarters
2381,Yasir Autos,2 Jail Rd, Auto body shop,,East,Jamshed Quarters
2382,Mithani Automobiles,"7+ years in business  Karim Apartments, Karim Apartments Near Bank AL Habib, New MA Jinnah Rd Hyderabad Colony", Car repair and maintenance,(021) 34921431,East,Jamshed Quarters
2383,G. H. Autos (GULLU) Car Diagnostic Center,, Auto electrical service, 0300 9288801,East,Jamshed Quarters
2384,Abrar & Son's Autos,C 205/2 Mehmood Ali Qureshi St, Mechanic,,East,Jamshed Quarters
2385,Falak Motors,Clayton Quarters Jamshed Quarters Karachi Karachi City Sindh, Auto spring shop,,East,Jamshed Quarters
2386,Ghaffar Autos,3+ years in business  Cummings Rd, Auto repair shop,,East,Jamshed Quarters
2387,EV,"Shop# 3, just, Martin Rd, opposite Moti Masjid",      Auto electrical service, 0345 2343409,East,Jamshed Quarters
2388,Disco Tyre Centre,7+ years in business, Auto repair shop,,East,Jamshed Quarters
2389,Tokyo motors,"Islamia College Block, MA jinnah road, near bank al habib",      Car repair and maintenance,,East,Jamshed Quarters
2390,Raja Autos,Kashmir Rd, Auto spring shop, 0333 2336224,East,Jamshed Quarters
2391,Ajram autos,"Khushal Rd, behind Tariq road",      Auto bodywork mechanic,,East,Jamshed Quarters
2392,Daewoo centre Naseem Mechanic,3+ years in business  Plot# 393, Car repair and maintenance,,East,Jamshed Quarters
2393,Al-Hamd Motors,"7+ years in business  AB Arcade New MA Jinnah Rd, Fatima Jinnah Colony", Car repair and maintenance,(021) 34923941,East,Jamshed Quarters
2394,Shakeel paint works,3+ years in business  V2FX+63C, Auto body shop, 0321 2404177,East,Jamshed Quarters
2395,Asad Autos Auto Electrition,3+ years in business  V3P2+C75, Auto electrical service, 0312 1216904,East,Jamshed Quarters
2396,Haji Ali Motors,7+ years in business, Car repair and maintenance,(021) 34856708,East,Jamshed Quarters
2397,Saeed Locke mekar,"Nishtar Rd, Martin Quarters West",      Auto repair shop,,East,Jamshed Quarters
2398,Tyre City,V2HV+FHX,      Wheel alignment service,,East,Jamshed Quarters
2399,Danish Autos,, Tuning automobile, (021) 34918512,East,Jamshed Quarters
2400,Faisal Autos Jamshed Road,26/4 Jamshed Rd, Auto parts store,      0345 2217619,East,Jamshed Quarters
2401,Ghaffar auto door repairing,Dadabhoy Nauroji Rd  In Tasty Daal Chawal, Auto repair shop,,East,Jamshed Quarters
2402,New Toyo Motors,"7+ years in business  Karim Apartments Plot 717/3, New MA Jinnah Rd Hyderabad Colony",      Car repair and maintenance,(021) 34918244,East,Jamshed Quarters
2403,Abdul Wahab Autos,V2FW+P42,      Auto electrical service,,East,Jamshed Quarters
2404,Amber Motor Sales,, Car repair and maintenance,(021) 34125336,East,Jamshed Quarters
2405,Altaf Workshop,V2QW+73Q,      Auto radiator repair service,,East,Jamshed Quarters
2406,Japan Battery Centre,40+ years in business  jama masjid  In Jamia Uloom-ul-Islamia, Auto repair shop, (021) 34911995,East,Jamshed Quarters
2407,AL-irfan car interiors,Guru Mandir Chorangi, Car repair and maintenance, 0322 2476849,East,Jamshed Quarters
2408,AKRAM AUTOS,3+ years in business  V3M2+F57, Auto machine shop,0300 2097177,East,Jamshed Quarters
2409,Yasir Autos,# 3 Jamshed Rd,      Auto body parts supplier,0310 2752020,East,Jamshed Quarters
2410,Shamim Autos,V3F5+7FH, Mechanic,0344 3074815,East,Jamshed Quarters
2411,Saad Autos,V2CV+QM6,      Auto repair shop,,East,Jamshed Quarters
2412,Iqbal Engineering Works,Dadabhoy Nauroji Rd, Auto repair shop, 0346 2624079,East,Jamshed Quarters
2413,Akarim Autos.Spear Parts & machenical Work shop.,, Motorcycle repair shop, 0311 2220698,East,Jamshed Quarters
2414,Hybrid Station,"Shop no 3, main Jamshed Rd", Car battery store, 0345 2818549,East,Jamshed Quarters
2415,SS Autos,Jamshed Rd,      Auto parts store,,East,Jamshed Quarters
2416,Zamzam autos,26/4 Jamshed Rd, Auto parts store,,East,Jamshed Quarters
2417,Irfan Car A/C,V2CX+X58,      Auto air conditioning service,0346 3270182,East,Jamshed Quarters
2418,A.R Trye world,New M. A. Jinnah Rd, Tire shop,,East,Jamshed Quarters
2419,Fahad Jump Maker & Autos,Nizami Rd, Auto repair shop, 0345 2735149,East,Jamshed Quarters
2420,Anwar autos,V2FW+M57,      Auto parts store,,East,Jamshed Quarters
2421,Suzuki Syed Soharwardi Motors,"# 2, Shop # 6 ML Homes Plot # JM - 669, Jamshed Rd", Auto parts store,(021) 34121500,East,Jamshed Quarters
2422,Hamza Automobile,"224 C2 commercial area, Tariq Rd",      Auto repair shop,,East,Jamshed Quarters
2423,Hanif Auto Color,Jamshed Quarters, Auto painting,,East,Jamshed Quarters
2424,Javaid car mechanic,Mesham Lea Road, Car repair and maintenance, 0333 2203079,East,Jamshed Quarters
2425,Suria Autos,Liaqat Rd,      Car repair and maintenance,,East,Jamshed Quarters
2426,Sajid Auto Mechanics,Axact House, Car repair and maintenance, 0333 2255117,East,Jamshed Quarters
2427,CROWN WARRANY CLAIM CENTER,"5+ years in business  1865 Martin Road, Karachi 74800 Martin Rd", Motorcycle repair shop,0345 2220066,East,Jamshed Quarters
2428,B1 Garage,3+ years in business  54 H,      Car repair and maintenance,,East,Jamshed Quarters
2429,Rafaqat Autos,"Plot 347, 5 Street, near Siddiq medicos",      Motorcycle repair shop, 0302 2053095,East,Jamshed Quarters
2430,Taimoor Auto Electretion & hybrid Battery repir,V2FX+36P, Car battery store, 0336 2193221,East,Jamshed Quarters
2431,Bismillah Autos Qazzafi Town,Muhammad Farooq Motlani Rd,      Mechanic,,East,Jamshed Quarters
2432,Sindh Wheels,"Poona Wala Terrace New MA Jinnah Rd, Fatima Jinnah Colony",      Auto parts store,,East,Jamshed Quarters
2433,Arif Auto Mechanic,5+ years in business, Auto repair shop,,East,Jamshed Quarters
2434,ASGHAR CAR AC,"559-C-2, opp. Allama Iqbal Road", Car repair and maintenance, 0333 3894609,East,Jamshed Quarters
2435,MS Motors,V2HC+7V9, Car repair and maintenance,0333 3835334,East,Jamshed Quarters
2436,Murshid Car A/C,Alfalah Market، Shop No 41-A PECHS, Car repair and maintenance, 0311 2021781,East,Jamshed Quarters
2437,Khurshid Auto Mechanic,10+ years in business, Auto repair shop,,East,Jamshed Quarters
2438,Shahrukh mechanic,V337+J4G, Mechanic, 0311 0223010,East,Jamshed Quarters
2439,Datari Auto Parts,Jamshed Rd, Auto parts store,      0334 1891907,East,Jamshed Quarters
2440,Salwa Motor ( Ahmed Ali) Car Repair Shop,"Shop No 3 Din Bai Compound Compound, Mir Karam Ali Talpur Rd", Auto repair shop, 0321 2179985,East,Jamshed Quarters
2441,Friends Car AC,V3F5+MM2, Auto air conditioning service, 0345 3443383,East,Jamshed Quarters
2442,Nice Cool Car Ac,Plot 58 R,      Mechanic,,East,Jamshed Quarters
2443,PRINCE KARACHI MOTORS SERVICE CENTER,"Plot # B, 164 Main Shahrah-e-Qaideen", Car repair and maintenance, 0302 0255646,East,Jamshed Quarters
2444,Kamal Auto Workshop,3+ years in business  Unnamed Road Soldier Bazaar, Auto electrical service,0322 2838977,East,Jamshed Quarters
2445,Abdullah Automobiles,7+ years in business  Ruby Apartments New MA Jinnah Rd Hyderabad Colony, Auto repair shop,,East,Jamshed Quarters
2446,Farooq Old Spare Parts,V3P2+43X, Auto body parts supplier, 0315 3911362,East,Jamshed Quarters
2447,Raheem Autos,7+ years in business  Nizami Rd, Auto repair shop,,East,Jamshed Quarters
2448,Al Rehman Autos,3+ years in business  Plot No A 24, Auto repair shop, 0313 2489028,East,Jamshed Quarters
2449,Energy Zone Autos,New M. A. Jinnah Rd,      Tuning automobile, 0321 9232577,East,Jamshed Quarters
2450,A R AUTOS,,      Auto repair shop,0300 3332014,East,Jamshed Quarters
2451,New japan auto car A/C,Unnamed Road, Auto air conditioning service,0300 3830120,East,Jamshed Quarters
2452,Bike Mechanic Shop (Qayyum Autos),V3C5+Q6J, Mechanic, 0332 2615722,East,Jamshed Quarters
2453,Freinds Autos,V3F5+CQ8,      Mechanic,,East,Jamshed Quarters
2454,Muslim Car AC service,"7+ years in business  Plot 154 B, Khushal Rd", Car repair and maintenance, 0333 3326993,East,Jamshed Quarters
2455,Raja Mechanic,3+ years in business  Bearing wali Gali, Mechanic,      0324 2668409,East,Jamshed Quarters
2456,Pink Rose Autos,"124 Al-Noor Market , Preedy Street, Saddar.", Auto body parts supplier, (021) 32728601,East,Jamshed Quarters
2457,Naeem Autos,"Karachi City, Jamshed Rd", Car accessories store,      0313 2125102,East,Jamshed Quarters
2458,Classic Car Accessories,7+ years in business, Car repair and maintenance,,East,Jamshed Quarters
2459,Muneeb Auto Parts,25 New M. A. Jinnah Rd, Auto body parts supplier, 0324 2323215,East,Jamshed Quarters
2460,R.S Autos & Spare Parts,Plot 146 B  In Select Super Market,      Auto bodywork mechanic,,East,Jamshed Quarters
2461,Akarim Autos.,Martin Rd, Motorcycle repair shop,0311 2220698,East,Jamshed Quarters
2462,Energy Zone,, Tuning automobile,(021) 34910504,East,Jamshed Quarters
2463,Liaqat vehicle air conditioning,187 M,      Auto repair shop,,East,Jamshed Quarters
2464,Abdullah Autos,W22Q+5VV, Mechanic,,East,Jamshed Quarters
2465,Imran Autos,, Mechanic, 0312 2471336,East,Jamshed Quarters
2466,Welcome CNG & Fair Car,(021) 34911227,      CNG fittment center,,East,Jamshed Quarters
2467,Jillani Motors & CNG, 0321 8253595, Auto parts store,,East,Jamshed Quarters
2468,Car mechanic,3+ years in business  near Baloch colony police station, Mechanic,0315 2653502,East,Jamshed Quarters
2469,Areesh Autos,,      Auto repair shop,,East,Jamshed Quarters
2470,Fazal-E-Umer Car A/C & Parts,16-C 13th Commercial Street, Car repair and maintenance, 0342 2910420,East,Jamshed Quarters
2471,S.G.AUTOS,"Shop No#G-63,Ruby Plaza,preedy street,Karachi", Auto parts store, (021) 32766404,East,Jamshed Quarters
2472,Star Auto Parts,V3F5+8P7,      Auto parts store, 0336 0321226,East,Jamshed Quarters
2473,Mercedes Automobile,"378/8 Islam Gunj, adjacent Shehzada CNG Pump, near Lasbella bridge", Engine rebuilding service, 0331 3168454,East,Jamshed Quarters
2474,Irfan Sons Car A/C,, Auto air conditioning service, 0300 9279564,East,Jamshed Quarters
2475,Sanden Car Air Conditioning Co.,V3F4+FH5,      Car repair and maintenance,,East,Jamshed Quarters
2476,Salman Autos,V3R7+C69, Auto air conditioning service, 0321 8702125,East,Jamshed Quarters
2477,RK Motors & CNG,, CNG fittment center,(021) 34912239,East,Jamshed Quarters
2478,Tyre Traders,V2HW+668, Auto parts store,,East,Jamshed Quarters
2479,Karim Autos,V2CH+85X, Car repair and maintenance, 0300 2314601,East,Jamshed Quarters
2480,Al_ham autos,"wine shop jheel park, Tariq Rd", Motorcycle repair shop, 0347 0379009,East,Jamshed Quarters
2481,MashaAllah Autos,Haridas Lalji Rd,      Mechanic,0321 8795124,East,Jamshed Quarters
2482,Auto Trade,Unnamed Road, Auto parts store, 0314 2171640,East,Jamshed Quarters
2483,Saeed Autos,3+ years in business  Badar Chock Rd, Auto repair shop, 0300 2540149,East,Jamshed Quarters
2484,Shaheen Autos workshop,Plot,      Mechanic,0341 1028407,East,Jamshed Quarters
2485,Hafeez Motor Stores,"55+ years in business  Plaza Square, Muhammad Ali Jinnah Rd", Auto glass shop, 0300 2028210,East,Jamshed Quarters
2486,Master autos,, Auto electrical service, 0345 2425499,East,Jamshed Quarters
2487,Tawakkal Autos,3+ years in business  VX4M+G5P, Mechanic,,East,Jamshed Quarters
2488,Auto workshop,Unnamed Road, Mechanic,,East,Jamshed Quarters
2489,Yasir Autos,F 5/16, Mechanic,0345 8925232,East,Jamshed Quarters
2490,CNG JILANI,New M. A. Jinnah Rd, CNG fittment center,0321 8253595,East,Jamshed Quarters
2491,Mansoor Tyre,"Furqania Complex, New M. A. Jinnah Rd", Tire shop,,East,Jamshed Quarters
2492,Haidera Autos,"No3, Jamshed Rd", Store, 0323 2883221,East,Jamshed Quarters
2493,Khan Motors,7+ years in business  Main Service Road, Auto repair shop, (021) 35880121,East,Jamshed Quarters
2494,Al-Qraish Auto,Plot A 101,      Motorcycle repair shop, 0301 2847545,East,Jamshed Quarters
2495,Kashmir Automobiles,MA Jinnah Rd، Saddar Town, Auto parts store, (021) 32721587,East,Jamshed Quarters
2496,KARACHI AUTOS WORKSHOP,Gulistan-e-Jauhar-Malir Cantt Rd,      Auto bodywork mechanic,      0301 2195316,East,Jamshed Quarters
2497,Afridi Motors,R3PC+QG3, Mechanic, 0300 3505681,East,Jamshed Quarters
2498,Fazal-e-Umer Car a/c repairing & parts,13th Commercial Street, Auto air conditioning service, (021) 35886347,East,Jamshed Quarters
2499,ISHA Enterprises (Madina Battery),Guru Mandir Chorangi,      Car battery store, 0315 2024830,East,Jamshed Quarters
2500,GM Scrape Batteries,"Teen Hatti Bridge, near Baghdadi Masjid", Car battery store, 0301 2880007,East,Jamshed Quarters
2501,Qaisar Car A/C,5+ years in business  R5R6+HC4, Auto repair shop, 0310 1221202,East,Jamshed Quarters
2502,Canon Carz,"Ml place,shop#05,New M.A.Jinnah Road,Near MCB Bank,Jamshed Road,Karachi",      Tuning automobile,(021) 34193136,East,Jamshed Quarters
2503,Ghousia Autos,3+ years in business  Shah Waliullah Rd, Mechanic,,East,Jamshed Quarters
2504,Waqar Autos,3+ years in business  3rd Gizri Ln, Auto electrical service,,East,Jamshed Quarters
2505,Abid Autos,, ATV repair shop,0316 2507768,East,Jamshed Quarters
2506,Rafiq Battery Traders,New M. A. Jinnah Rd, Battery wholesaler,0346 2764225,East,Jamshed Quarters
2507,Idrees Motors,55 New M. A. Jinnah Rd, Car dealer, 0320 8282826,East,Jamshed Quarters
2508,Advance CNG,, Gas station,,East,Jamshed Quarters
2509,Faaiz Motors,"Showroom 8, Plot 711/4, New MA Jinnah Rd, Fatima Jinnah Colony", Used car dealer, 0300 2918256,East,Jamshed Quarters
2510,Autobaseone,Dadabhoy Nauroji Rd, Car dealer, (021) 34928833,East,Jamshed Quarters
2511,Yousuf Auto's,VXQQ+678, Motorcycle repair shop, 0343 2016437,East,Jamshed Quarters
2512,Yadgar autos-bike mechanic,XX44+CG,      Mechanic, 0348 2814158,East,Jamshed Quarters
2513,Akhtar autos,Unnamed Road,      Auto repair shop, 0300 8007894,East,Jamshed Quarters
2514,VICKY MOTORS,Achar Gali, Car dealer, 0323 2106015,East,Jamshed Quarters
2515,Selected Cars,V2JX+484, Car dealer, 0336 8256065,East,Jamshed Quarters
2516,Faraz hussain,Street Number 8,      Motorcycle repair shop, 0332 9214477,East,Jamshed Quarters
2517,Jawad Autos & Generator Workshop,R5R7+GRM,      Car repair and maintenance,0310 8570002,East,Jamshed Quarters
2518,AUTO ONE,, Auto parts store, (021) 32720256,East,Jamshed Quarters
2519,Faisal Shah Autos,Garden Terrace, Auto parts store, 0333 2217814,East,Jamshed Quarters
2520,Shoukat Autos,W64C+7R9, Auto repair shop,,East,Jamshed Quarters
2521,Cars Club,"Lakhani comfort, New M. A. Jinnah Rd", Car dealer, 0321 8257546,East,Jamshed Quarters
2522,Bilal Autos,Jamshed Quarters, Electronics store,0313 2840028,East,Jamshed Quarters
2523,Mohammad Zareef Auto Workshop,7+ years in business  N5 Landhi Industrial Area,      Auto repair shop,0333 2305985,East,Jamshed Quarters
2524,Lakhvi Autos,"Shop # 32, Japan Plaza, M.A Jinnah Rd", Auto parts store, (021) 32764926,East,Jamshed Quarters
2525,Akber Autos,R3W3+QVF, Auto parts store,,East,Jamshed Quarters
2526,Elam Auto workshop,Unnamed Road, Auto parts store,,East,Jamshed Quarters
2527,Japan Auto,, Auto parts store, (021) 32720439,East,Jamshed Quarters
2528,Gracious Automobile,77 Alnoor Chamber Preedy Street, Auto parts store, (021) 32724066,East,Jamshed Quarters
2529,Gear mechanic,110 10th Commercial St,      Car manufacturer,,East,Jamshed Quarters
2530,Al Ghani Motors,"710/5, F.B Appartment, New M. A. Jinnah Rd, near Islamia College Block", Car dealer, 0321 3305792,East,Jamshed Quarters
2531,K.R.Y Cars,"Plot No.38, kry Cars, Street 7 New M. A. Jinnah Rd", Car dealer, 0321 2994357,East,Jamshed Quarters
2532,Autos Service Station,WXM4+J9X,      Car wash,,East,Jamshed Quarters
2533,Allied Battery Centre,"15 Afshan Terrace near Binnori Town, Masjid Guru Mandir, Karachi، Mufti Ahmed Ur Rehman Rd", Car battery store, 0333 2375210,East,Jamshed Quarters
2534,Bismillah Auto Electrician Car Ac,C-11 Side Rd,      Auto repair shop,0300 3949207,East,Jamshed Quarters
2535,Ahmed Auto Workshop,Mehmoodabad Rd,      Machine shop, 0336 2086925,East,Jamshed Quarters
2536,Suzuki Parts (Suzuki Geniune Parts Shop),V26F+Q2Q, Auto parts store, 0300 9217097,East,Jamshed Quarters
2537,Makka Carbon Fiber truck & Car Body Parts Manufacturers All Pakistan Automobile Trucks,all over, Auto parts manufacturer,      0345 2680093,East,Jamshed Quarters
